1877,52
1879,52
1880,51
1882,46
1883,17
1887,52
1888,52
1891,17
1892,51
1893,51
1894,99
1895,51
1899,17
1998,51
1999,99
2029,17
2030,17
2031,51
2032,51
2033,51
2034,17
2035,99
2036,51
2038,51
2040,99
2041,99
2042,17
2043,51
2044,17
2045,51
2046,51
2047,17
2132,17
2133,51
2134,51
2135,99
2136,55
2137,17
2140,3
2143,3
2144,3
2147,3
2148,3
2149,3
2150,3
2156,3
2157,3
2158,3
2159,3
2160,3
2161,3
2162,3
2163,3
2164,3
2166,3
2167,3
2168,3
2169,3
2170,3
2171,3
2172,3
2173,3
2175,3
2176,3
2177,3
2179,3
2180,3
2181,15
2182,15
2185,19
2186,19
2187,3
2188,3
2192,25
2193,24
2194,27
2196,27
2198,19
2199,25
2200,24
2201,25
2202,15
2203,15
2207,28
2211,3
2212,25
2213,31
2217,29
2222,27
2224,27
2225,28
2226,35
2227,31
2228,3
2229,19
2233,44
2234,50
2235,35
2236,31
2239,44
2240,44
2241,31
2242,31
2243,31
2244,31
2247,19
2248,44
2251,15
2253,27
2254,28
2255,3
2256,3
2257,3
2258,24
2259,24
2262,15
2263,32
2267,29
2270,25
2271,24
2272,25
2273,24
2274,25
2275,24
2276,25
2277,24
2280,15
2281,3
2282,3
2283,19
2284,3
2285,19
2286,15
2287,32
2288,32
2289,15
2290,50
2291,3
2292,19
2293,25
2296,3
2297,29
2298,25
2299,31
2300,25
2301,24
2302,25
2303,31
2304,25
2305,24
2306,25
2307,31
2308,3
2309,19
2310,3
2311,3
2312,3
2313,3
2314,3
2315,3
2316,3
2317,3
2318,3
2319,3
2320,3
2321,3
2322,3
2323,3
2325,3
2326,3
2327,3
2328,3
2330,3
2331,3
2332,3
2333,3
2334,3
2335,3
2336,3
2337,3
2338,3
2339,3
2340,3
2341,3
2342,3
2343,3
2344,3
2345,3
2346,3
2347,3
2349,3
2350,3
2351,3
2354,3
2356,3
2357,3
2358,3
2359,3
2360,3
2361,3
2362,3
2363,3
2364,3
2365,3
2366,3
2367,3
2368,3
2370,3
2371,3
2372,3
2373,3
2374,3
2375,3
2376,3
2377,3
2378,3
2379,3
2382,3
2383,3
2384,3
2386,3
2387,3
2388,3
2389,3
2390,3
2391,3
2392,3
2393,3
2394,3
2396,3
2397,3
2398,3
2399,3
2400,3
2401,3
2402,3
2405,3
2406,3
2407,3
2408,3
2409,3
2413,3
2415,3
2416,3
2417,3
2418,3
2419,3
2420,3
2421,3
2422,3
2423,19
2424,19
2425,3
2426,19
2427,3
2428,19
2429,3
2430,19
2431,3
2432,19
2433,3
2434,19
2436,3
2437,19
2438,3
2439,19
2440,15
2442,3
2443,19
2444,19
2446,32
2447,3
2448,19
2449,32
2450,32
2451,44
2452,44
2454,15
2455,3
2456,3
2457,19
2458,3
2459,19
2464,29
2465,3
2466,19
2468,19
2469,3
2471,44
2473,27
2475,28
2476,19
2477,3
2478,25
2481,29
2483,12
2485,99
2486,12
2487,12
2488,55
2492,12
2493,12
2495,12
2496,12
2519,12
2520,12
2521,12
2522,12
2524,12
2525,12
2526,12
2527,12
2528,12
2529,12
2530,12
2531,12
2532,12
2533,12
2534,99
2535,12
2536,12
2537,12
2538,12
2539,12
2540,12
2541,12
2542,12
2543,12
2544,12
2545,12
2546,12
2547,12
2548,12
2549,12
2550,12
2551,34
2552,47
2553,34
2555,47
2556,34
2558,16
2560,16
2566,6
2567,6
2571,23
2572,23
2573,23
2574,23
2575,34
2576,23
2577,23
2578,23
2579,23
2580,23
2581,33
2582,34
2583,23
2584,34
2585,34
2586,23
2589,13
2590,13
2594,13
2595,13
2596,13
2597,16
2598,16
2599,16
2601,16
2603,16
2604,6
2605,13
2606,23
2613,34
2614,23
2615,34
2617,23
2618,23
2619,34
2620,16
2624,18
2625,14
2628,99
2629,99
2630,13
2631,34
2632,47
2633,13
2634,47
2635,34
2636,34
2639,99
2640,99
2641,14
2642,18
2644,16
2645,13
2646,30
2647,16
2648,13
2650,16
2651,13
2652,40
2653,6
2654,6
2655,34
2656,23
2657,13
2658,41
2659,41
2660,13
2661,13
2662,16
2663,34
2664,13
2665,41
2666,43
2667,23
2668,33
2669,33
2671,6
2672,6
2673,40
2674,40
2675,13
2676,16
2677,30
2678,34
2679,34
2680,34
2681,34
2682,47
2683,23
2684,34
2685,47
2686,6
2687,6
2688,13
2689,16
2690,30
2691,23
2696,14
2697,18
2698,18
2699,14
2701,14
2702,18
2708,18
2709,6
2710,40
2711,14
2712,18
2720,6
2721,6
2722,6
2723,30
2724,13
2725,16
2726,30
2727,13
2728,16
2729,30
2730,13
2731,16
2733,40
2734,43
2736,40
2740,18
2741,43
2742,41
2743,14
2744,18
2745,14
2746,18
2747,40
2748,40
2750,13
2751,16
2752,30
2753,47
2754,34
2755,34
2756,34
2757,18
2758,14
2759,16
2760,13
2761,13
2762,16
2763,30
2764,14
2765,18
2768,13
2769,16
2770,30
2771,41
2772,43
2773,14
2774,14
2776,14
2777,18
2778,16
2779,34
2780,23
2781,33
2782,30
2783,30
2784,30
2785,16
2786,16
2787,13
2788,13
2789,43
2790,41
2791,14
2792,18
2793,18
2794,14
2795,18
2796,14
2797,18
2798,41
2799,14
2800,13
2801,13
2802,30
2803,30
2804,16
2805,16
2806,23
2807,47
2808,33
2809,33
2810,23
2811,33
2812,23
2813,23
2814,33
2815,13
2816,13
2817,14
2818,18
2819,16
2820,13
2821,16
2822,16
2823,13
2824,13
2825,30
2826,16
2827,13
2851,33
2852,13
2853,16
2854,30
2855,13
2856,16
2862,30
2863,6
2888,37
2889,39
2891,36
2895,36
2896,38
2897,38
2901,38
2903,38
2905,36
